projOrgFDate,wfoid,project_status,approvedOn,hardcopysubmissionDate,projectCost,projectType,districtName,project_address,total_est_cost_of_proj,payment_status,regNo,startDate,endDate,districtType,projectName,promoterAddress,regFee,project_cost,extDate,project_ack_no,promoterName,disposed_date
2019-03-31 05:30:00,4367,Ongoing,04-September-2018,2017-10-13 21:02:45,119474231,Residential/Group Housing,Kheda,"NEAR SAHYOG SOCIETY BEHIND RAILWAY STATION, MAHEMDABAD",119474231,Paid,PR/GJ/KHEDA/KHEDA/AUDA/RAA03347/040918,20-May-2015,31-March-2019,Others,"192 Out of 256 EWS, Package-22, Phase-3, Mahemdabad",NA,189960,154169897,,PR/KHEDA/KHEDA/NADIAD TPO/171013/003707,SUPERINTENDING ENGINEER-1,
2020-12-30 05:30:00,4369,Ongoing,10-October-2018,2017-10-11 00:08:35,710757885,Mixed Development,Vadodara,"TP 60 FP 127, NEAR GOTRI WATER TANK GOTRI ROAD",710757885,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA03654/EX1/310721,22-October-2015,30-December-2021,Vadodara,LIG SCHEME AT TP 60 FP 127 MMGY,NA,452040,886704000,2021-12-30 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/171010/003710,VADODARA MUNICIPAL CORPORATION,
2018-12-31 05:30:00,4372,Ongoing,25-October-2018,2017-10-11 01:58:24,82116262,Residential/Group Housing,Vadodara,FP 24 RS NO 100 TP 1 SAYAJIPURA VADODARA,82116262,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA03829/251018,19-September-2015,31-December-2018,Vadodara,SHREE RANG VILLA,NA,65280,72248404,,PR/VADODARA/VADODARA/VADODARA TPO/171010/003711,SHREE JAYDEV GROUP,
2023-05-30 05:30:00,4373,Ongoing,10-May-2018,2017-10-12 01:03:25,354201403,Residential/Group Housing,Ahmedabad,DIVA HEIGHT VISHWAS CITY 10 ICB FLORA ROAD GOTA AHMEDABAD,354201403,Paid,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA02628/A1R/201119,08-July-2015,30-May-2023,Ahmedabad,DIVA HEIGHT,NA,174820,323734763,,PR/AHMEDABAD/DASKROI/AUDA/171011/003713,B V DELVOPERS,
2018-10-31 05:30:00,4374,Ongoing,12-June-2018,2017-10-18 18:39:15,58385700,Residential/Group Housing,Bhavnagar,"PLOT 1963 A-B-C-D,SINDHUNAGAR OPP. CHAMUNDA MATA MANDIR,BHAVNAGAR",58385700,Paid,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/RAA02883/120618,01-November-2016,31-October-2018,Bhavnagar,KRISHNA BANSRI 3,NA,23620,47291700,,PR/BHAVNAGAR/BHAVNAGAR/BHAVNAGAR TPO/171018/003715,RAJSHAKTI BUILDERS,
2022-03-04 05:30:00,4375,New,06-November-2017,2017-10-11 04:46:46,421797870,Residential/Group Housing,Rajkot,Sundaram City Village Madhapar R.S. 56 Paiki 2 /1  Plot no 1 (single unit),421797870,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA00609/061117,04-September-2017,04-March-2022,Rajkot,SUNDARAM CITY,NA,83440,417872568,,PR/RAJKOT/RAJKOT/RAJKOT TPO/171010/003716,AADESH BUILDCON,
2021-11-14 05:30:00,4378,New,28-February-2018,2017-10-17 07:00:25,841769060,Commercial,Banaskantha," NH-14, Nr. Bachpan School Ladbi Kasba,Palanpur Deesa Highway, Palanpur",841769060,Paid,PR/GJ/BANASKANTHA/PALANPUR/Others/CAA01784/A1C/010319,15-May-2017,14-November-2021,Others,Medipolis,NA,469050,841769060,,PR/BANASKANTHA/PALANPUR/MEHSANA TPO/171017/003763,Medipolis Developers LLP,
2019-06-30 05:30:00,4380,Ongoing,05-April-2018,2017-10-12 17:53:38,64759038,Residential/Group Housing,Vadodara,"Krishil Avanue, B/h.Shyamal Enclave Nr. Axar Vatika, Sun Pharma Road, Bhayali",64759038,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA02263/EX1/150719,05-January-2017,30-December-2020,Vadodara,KRISHIL AVENUE,NA,26720,47932600,2020-06-30 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/171012/003719,KRISHIL DEVELOPERS,
2018-01-31 05:30:00,4381,Ongoing,30-November-2017,2017-10-13 21:51:52,78080000,Residential/Group Housing,Ahmedabad,"Plot No: 13-27, Shree Damubhai Colony Co Op Housing Society Ltd.  Nr Anjali Cross Road, Vasna",78080000,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00867/301117,24-June-2016,31-January-2018,Ahmedabad,Sukruti Santakaram,NA,6840,52575420,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/171013/003743,Bhojani Infrastructure,
2017-12-31 05:30:00,4383,Ongoing,20-November-2017,2017-10-11 21:55:34,75000000,Mixed Development,Ahmedabad,OPP SOPAN PALLADIUM BESIDE KAVERI COMPLEX KESHAVNAGAR SOCIETY ROAD NR SUBHASH BRIDGE CIRCLE AHMEDBAD 380027,75000000,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00770/201117,11-March-2016,31-December-2017,Ahmedabad,AADITYA HEIGHTS,NA,14920,75000000,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/171011/003717,BHAVANI ENTERPRISE PRO. NISARG GOVINDBHAI PATEL,
2019-12-31 05:30:00,4388,New,22-March-2018,2017-10-12 01:10:32,195913969,Mixed Development,Ahmedabad,"S.NO. 96, TPS-119, FP-17, SATYAGRAH RESIDENCY OPP. ABJIBAPA, VIRATNAGAR ROAD, NIKOL",195913969,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02108/220318,29-July-2017,31-December-2019,Ahmedabad,SATYAGRAH RESIDENCY,NA,47355,188456000,,PR/AHMEDABAD/AHMEDABAD CITY/AHMEDABAD TPO/171011/003721,SATYAGRAH DEVELOPERS,
2021-01-25 05:30:00,4389,New,22-November-2017,2017-10-12 01:30:01,171660400,Plotted Development,Surat,"F.P. 74+83, T.P.12(PUNA), BRTS CANAL ROAD, PUNA",171660400,Paid,PR/GJ/SURAT/CHORASI/SUDA/PAA00799/EX1/040521,26-July-2017,25-July-2021,Surat,GREEN FEB TEX HOUSE,NA,71875,171660400,2021-07-25 05:30:00,PR/SURAT/CHORASI/SUDA/171011/003722,SRUSHTI DEVELOPERS,
2023-03-21 05:30:00,4390,New,28-March-2018,2017-10-12 03:50:57,243000000,Mixed Development,Gandhinagar,CITY SURVEY 3648 PETHAPUR GAM TAL,243000000,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA02201/280318,11-October-2017,21-March-2023,Gandhinagar,RIVER FLOORA,NA,71340,279700000,,PR/GANDHINAGAR/GANDHINAGAR/GANDHINAGAR TPO/171011/003723,SHREEJI DEVELOPERS,
2018-02-26 05:30:00,4395,Ongoing,15-December-2017,2017-10-18 17:30:18,140000000,Commercial,Ahmedabad,NEW ASARWA BRIDGE CIVIL ROAD ASARWA,140000000,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01029/151217,02-March-2015,26-February-2018,Ahmedabad,A4 BUSINESS HUB,NA,158750,140000000,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/171018/003738,ABHISHEK INFRASTRUCTURES,
2021-06-30 05:30:00,4396,Ongoing,08-November-2017,2017-10-12 20:13:09,230964149,Residential/Group Housing,Ahmedabad,"Shiv Ashish Rd, Opposite Shivashish School Sterling City, Bopal",230964149,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00632/EX1/250821,01-March-2017,31-December-2021,Ahmedabad,Westridge,NA,102000,226400000,2021-12-31 05:30:00,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/171012/003726,Pacifica Infraplus LLP,
2021-06-30 05:30:00,4397,Ongoing,12-December-2018,2017-10-16 16:54:00,69086015,Mixed Development,Surat,BLOCK NO 153-B SY NO 159-3 157 NR NAVJIVAN HOTEL SARTHANA JAKATNAKA,69086015,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/MAA04329/121218,15-June-2016,30-June-2021,Surat,GLOBAL POINT,NA,46200,69085882,,PR/SURAT/SURAT CITY/SUDA/171016/003727,ASTHPAD RESIDANCY,
2019-12-31 05:30:00,4398,New,26-June-2018,2017-10-12 22:07:05,12714169,Residential/Group Housing,Vadodara,"SHREEJI DEVELOPERS C/97 KOTYARK NAGAR - 4 AJWA ROAD , BARODA",12714169,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA03010/260618,01-August-2017,31-December-2019,Vadodara,SHREEJI RESIDENCY,NA,1780,11900000,,PR/VADODARA/VADODARA/VADODARA TPO/171012/003728,Shreeji Developers,
2019-12-19 05:30:00,4402,New,07-July-2018,2017-10-13 18:33:55,146001620,Residential/Group Housing,Vadodara,"Block No. 130 R.S No. 124 F.P No. 17 , sevasi T.p No. 3 , Sevasi",146001620,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA03103/EX1/250220,03-July-2017,19-June-2021,Vadodara,NILAMBER BLISS,NA,41260,142252344,2020-12-19 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/171013/003734,Brij Nandan Infra,
2019-09-30 05:30:00,4404,New,27-November-2017,2017-10-13 01:43:09,96804982,Residential/Group Housing,Ahmedabad,RUSHABH ELEGANCE BLOCK B  B/H VIKAS GRUH ROAD PALDI AHMEDABAD 380007,96804982,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00828/EX1/300919,12-October-2017,30-September-2020,Ahmedabad,RUSHABH ELEGANCE BLOCK B,NA,3380,93353582,2020-09-30 05:30:00,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/171012/003729,AADINATH ENTERPRISE,
2019-03-31 05:30:00,4405,Ongoing,26-April-2018,2017-10-13 21:04:51,68000000,Mixed Development,Ahmedabad,BOPAL 151/A BOPAL,68000000,Paid,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA02530/EX1/020519,15-March-2017,30-September-2020,Ahmedabad,PANCHMUKHI ELEGANCE,NA,46440,53500000,2020-03-31 05:30:00,PR/AHMEDABAD/DASKROI/AUDA/171013/003730,RATNAMANI DEVELOPERS,
2018-12-31 05:30:00,4407,Ongoing,11-April-2018,2017-10-13 18:39:54,193974510,Mixed Development,Ahmedabad,"SEPAL ELEGANT-1, NR, VATVA CANAL , GAMDI PATIYA S.P. RING ROAD , VATVA,AHAMEDABAD.",193974510,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02334/EX2/300919,01-December-2015,31-December-2019,Ahmedabad,SEPAL ELEGANT-1,NA,103800,168321000,2019-12-31 05:30:00,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/171013/003735,SEPAL INFRA BUILDCON,
2018-03-31 05:30:00,4409,Ongoing,17-February-2018,2017-10-27 20:51:14,219074784,Residential/Group Housing,Gandhinagar,"Shreenath Classic Nr. Krishna Bungalows,Opp. Lubi Electronics, 200ft Ring Road, Nana Chiloda, Ahmedabad",219074784,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA01662/170218,10-August-2015,31-March-2018,Gandhinagar,Shreenath Classic,NA,163900,219074784,,PR/GANDHINAGAR/GANDHINAGAR/AUDA/171027/003745,Square Inch Projects India Ltd.,
2019-11-30 05:30:00,4410,Ongoing,11-December-2017,2017-10-13 19:55:48,47924777,Commercial,Rajkot,"KAVI NANALAL MARG, NR SHIROMANI COMPLEX B//H KANU NIVAS RAJKOT-360001",47924777,Paid,PR/GJ/RAJKOT/RAJKOT/Others/CAA00967/111217,01-February-2015,30-November-2019,Rajkot,RAJYOG,NA,32440,47924777,,PR/RAJKOT/RAJKOT/RAJKOT TPO/171013/003739,EXIMP BUSINESS,
2020-09-30 05:30:00,4411,Ongoing,23-January-2019,2017-10-13 21:06:54,47141393,Mixed Development,Vadodara,SHREE BALAJI ICON HUJRAT PAGA ROAD NEAR JUBILEE BAUG,47141393,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA04731/EX1/030521,24-September-2015,30-September-2021,Vadodara,SHREE BALAJI ICON,NA,8160.2,39660315,2021-09-30 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/171013/003740,Aashish J Thakkar,
2019-01-25 05:30:00,4412,Ongoing,24-September-2018,2017-10-13 22:13:19,613874282,Mixed Development,Kheda,"RADHE KISHAN PARK, KHATRAJ-MHEMDAVAD ROAD, MAHEMDAVAD",613874282,Paid,PR/GJ/KHEDA/MEHMEDABAD/AUDA/MAA03482/240918,01-September-2014,25-January-2019,Others,RADHE KISHAN PARK,NA,802350,890000000,,PR/KHEDA/MEHMEDABAD/AUDA/171013/003742,SONI ASSOCIATES,
2019-03-31 05:30:00,4413,New,01-March-2018,2017-10-14 21:59:10,411171771,Commercial,Surat,"TPS NO 1, RS NO 13, OP NO, 19, FP NO 20/P SUB PLOT NO-D VESU",411171771,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01811/EX1/280519,08-April-2017,30-September-2020,Surat,ATLANTA SHOPPERS,NA,93325,396171771,2020-03-31 05:30:00,PR/SURAT/SURAT CITY/SUDA/171014/003741,Shree Krishna Corporation,
2021-06-30 05:30:00,4416,Ongoing,27-September-2018,2017-10-14 22:28:19,186433384,Mixed Development,Vadodara,"SHIV KRUPA RESIDENCY,OPP. CASTALE VILLA, MOTHNATH MAHADEV TEMPLE ROAD,HARNI,VADODARA-390022",186433384,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA03526/A1M/080819,12-September-2017,30-June-2021,Vadodara,SHIV KRUPA RESIDENCY,NA,36120,165000000,,PR/VADODARA/VADODARA/VADODARA TPO/171014/003746,A J INCORPORATION,
2019-12-31 05:30:00,4417,Ongoing,08-March-2018,2017-10-18 16:31:43,370245198,Residential/Group Housing,Surat,BLOCK NO. 393 TP 25 FP 57 MOTA VARACHHA SURAT,370245198,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/RAA01929/080318,02-August-2016,31-December-2019,Surat,SUMERU SKY RESIDENCY,NA,122560,370245200,,PR/SURAT/SURAT CITY/SUDA/171018/003770,UMA CO OP HOUSING SOCIETY LIMITED,
2021-01-31 05:30:00,4418,Ongoing,04-December-2017,2017-10-14 05:10:37,118948011,Commercial,Ahmedabad,"MATRIX PLAZA, OPP.RAM VADI KANTO HATHIJAN JASHODA ROAD, VINZOL",118948011,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00882/041217,01-March-2017,31-January-2021,Ahmedabad,MATRIX PLAZA,NA,122800,108744381,,PR/AHMEDABAD/AHMEDABAD CITY/AHMEDABAD TPO/171013/003748,SHREE DEVELOPERS,
2021-06-30 05:30:00,4421,Ongoing,19-January-2018,2017-10-16 20:31:02,258948100,Mixed Development,Surat,BLOCK NO 739 OP 201 FP 201 TP 66 AT KOSAD SURAT,258948100,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/MAA01359/190118,18-January-2016,30-June-2021,Surat,PRAMUKH HEIGHTS,NA,191220,258948100,,PR/SURAT/SURAT CITY/SUDA/171016/003750,PREM DEVELOPERS,
2022-06-01 05:30:00,4422,Ongoing,23-October-2018,2017-10-14 19:58:56,179225000,Residential/Group Housing,Anand,"Nr.Surabh Suman Bungalow, Opp.Radhaswami Satsang Biyas Moti Khodiyar Road",179225000,Paid,PR/GJ/ANAND/ANAND/Others/RAA03791/231018,25-December-2012,01-June-2022,Others,Royal Height,Nr. Motikhodiyar Temple Anand Lambhvel Road,188180,173100000,,PR/ANAND/ANAND/ANAND TPO/171014/003751,ROYAL HEIGHT LAND DEVELOPERS,
2020-12-31 05:30:00,4423,Ongoing,17-November-2017,2017-10-14 21:19:05,185015649,Mixed Development,Ahmedabad,"RAJVI RESIDENCY, NR. BHOJALDHAM RESIDENCY OPP. SANKALP SCHOOL, NIKOL GAM, NIKOL",185015649,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00752/171117,18-August-2017,31-December-2020,Ahmedabad,RAJVI RESIDENCY,NA,80130,190900000,,PR/AHMEDABAD/AHMEDABAD CITY/AHMEDABAD TPO/171014/003752,RAJVI CONSTRUCTION,
2020-01-01 05:30:00,4424,New,09-November-2017,2017-10-14 21:59:02,35675000,Residential/Group Housing,Ahmedabad,"SHIVALAY GOLD, OPP VRUNDAVAN FARM NR. SHRIDHAR FLORA, NIKOL",35675000,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00646/091117,17-September-2017,01-January-2020,Ahmedabad,SHIVALAY DUPLEX,NA,17810,33675000,,PR/AHMEDABAD/AHMEDABAD CITY/AHMEDABAD TPO/171014/003753,KHODIYAR ASSOCIATES,
2019-12-30 05:30:00,4425,Ongoing,27-March-2018,2017-10-14 22:12:10,46949359,Mixed Development,Surat,"T.P.S NO.-60, BLOCK NO.-343,F.P. NO.-110/B O.P.-120, MOJE- PUNA, TAL- ",46949359,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/MAA02177/270318,12-August-2016,30-December-2019,Surat,KUMKUM RESIDENCY,NA,39930,51492860,,PR/SURAT/SURAT CITY/SURAT TPO/171014/003754,shree rameshwar enterprise,
2018-06-30 05:30:00,4427,Ongoing,21-December-2017,2017-10-14 22:06:26,217730200,Residential/Group Housing,Surat,"T.P.NO-13, F.P.NO.140&141, BLOCK NO.219-A & 219-B,  VIP ROAD, BHARTHANA-VESU, SURAT.",217730200,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/RAA01082/211217,31-July-2014,30-June-2018,Surat,UMIYA BUNGALOW-2,NA,185540,211880200,,PR/SURAT/SURAT CITY/SURAT TPO/171014/003755,AVANTIS ENTERPRISE,
2019-12-31 05:30:00,4429,Ongoing,25-January-2019,2017-10-14 23:58:22,,Residential/Group Housing,Vadodara,SHREEMAY APARTMENT ATLADRA,,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA04753/250119,07-January-2013,31-December-2019,Vadodara,SHREEMAY APARTMENT,NA,24080,75000000,,PR/VADODARA/VADODARA/VADODARA TPO/171014/003756,AMARSHAKTI REALITY,
2020-01-31 05:30:00,4430,New,16-December-2017,2017-10-14 23:45:06,164874688,Commercial,Ahmedabad,Nehrunagar Circle Nr. Income Tax and GST Office,164874688,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01036/EX1/180220,01-October-2017,30-December-2020,Ahmedabad,Tapas Elegance,NA,14780,134000000,2020-06-30 05:30:00,PR/AHMEDABAD/AHMEDABAD CITY/AHMEDABAD TPO/171014/003758,Tapas Elegance LLP,
2020-03-31 05:30:00,4431,Ongoing,25-October-2018,2017-10-15 03:09:07,100368718,Residential/Group Housing,Rajkot,"PATEL DEVELOPERS, SAAVAN CIRCLE, 80 FEET MAVDI BYPASS, JUNA JAKATNAKA, PAL ROAD CORNER, RAJKOT",100368718,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA03832/251018,17-February-2016,31-March-2020,Rajkot,SAAVAN BUNGLOWS,NA,63280,105239598,,PR/RAJKOT/RAJKOT/RAJKOT TPO/171014/003759,"RAMESHBHAI UKABHAI KAKADIYA, JYOTSNABEN RAMESHBHAI KAKADIYA AND GAURAVKUMAR MUKESHKUMAR RAVAL",
2019-03-31 05:30:00,4432,Ongoing,24-October-2018,2017-10-15 03:32:02,18085865,Mixed Development,Rajkot,"PATEL DEVELOPERS, SAAVAN CIRCLE, 80 FEET MAVDI BYPASS, JUNA JAKATNAKA, PAL ROAD CORNER,",18085865,Paid,PR/GJ/RAJKOT/RAJKOT/Others/MAA03805/241018,07-April-2016,31-March-2019,Rajkot,SAAVAN DIAMOND,NA,13880.2,16150366,,PR/RAJKOT/RAJKOT/RAJKOT TPO/171014/003760,"RAMESHBHAI UKABHAI KAKADIYA, JYOTSNABEN RAMESHBHAI KAKADIYA AND GAURAVKUMAR MUKESHKUMAR RAVAL",
2020-09-30 05:30:00,4433,Ongoing,18-July-2018,2017-10-15 03:56:34,65189675,Residential/Group Housing,Rajkot,"PATEL DEVELOPERS. SAAVAN CIRCLE, 80 FEET MAVDI BYPASS,  JUNA JAKATNAKA, PAL ROAD CORNER,",65189675,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA03174/180718,01-February-2017,30-September-2020,Rajkot,SAAVAN HEIGHTS,NA,32554.4,90264886,,PR/RAJKOT/RAJKOT/RAJKOT TPO/171014/003761,"RAMESHBHAI UKABHAI KAKADIYA, JYOTSNABEN RAMESHBHAI KAKADIYA AND GAURAVKUMAR MUKESHKUMAR RAVAL",
2019-07-07 05:30:00,4434,Ongoing,03-April-2018,2017-10-17 23:16:10,87573700,Residential/Group Housing,Rajkot,"Ghanteshwar R. S. No. 140paiki 2 paiki 1, Nr. Green Leaf Club, Off 2nd 150 feet Ring Road ",87573700,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA02249/EX2/060320,07-July-2015,07-January-2021,Rajkot,ARISE ONE,NA,30240,83573700,2020-07-07 05:30:00,PR/RAJKOT/RAJKOT/RAJKOT TPO/171017/003781,TANVI SAUMITRA KARIYA PROPRIETOR OF APPLIED IDEAS,
2018-12-31 05:30:00,4435,Ongoing,02-July-2018,2017-10-15 21:56:21,17574720,Residential/Group Housing,Vadodara,"C/O RAMSHRI RESIDENCY, B/H PANCHMUKHI HANUMAN TEMPLE MOTNATH MAHDEV ROAD, HARNI ,VADODRA",17574720,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA03056/020718,21-June-2017,31-December-2018,Vadodara,KRISHNASHRAY,NA,2780,23124720,,PR/VADODARA/VADODARA/VADODARA TPO/171015/003764,MADHURAM ASSOCIATES,
2022-06-30 05:30:00,4436,New,21-December-2017,2017-10-15 22:15:09,179568428,Commercial,Surat,BLOCK NO 12 OP NO 11 FP NO 18 PAIKY SUB PLOT 2 TP NO 33 DUMBHAL,179568428,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01076/211217,01-December-2017,30-June-2022,Surat,MD'S DREAM LANDMARK,GROUND FLOOR MONALISA PARK OPP DHARAM ROW HOUSE CITY LIGHT ROAD,95525,195500000,,PR/SURAT/SURAT CITY/SUDA/171015/003765,DREAMLAND CORPORATION,
2019-03-31 05:30:00,4437,Ongoing,28-November-2018,2017-10-16 23:26:35,108986162,Residential/Group Housing,Vadodara,"30 M, NARAYAN GARDEN ROAD, BH SBI, NEXT TO UMESHWARI BUNGLOW, GOTRI ROAD,",108986162,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA04155/EX2/170719,01-January-2013,31-December-2019,Vadodara,SONAL HIGHLAND,NA,47880,94486162,2019-12-31 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/171016/003766,SONAL DEVELOPER,
2019-12-31 05:30:00,4438,Ongoing,01-January-2019,2017-11-01 00:39:25,52030450,Residential/Group Housing,Gandhinagar,"MANSA-ITADARA ROAD, OPP. HANUMAN MANDIR SWAMINARAYAN NAGAR, MANSA",52030450,Paid,PR/GJ/GANDHINAGAR/MANSA/Others/RAA04545/010119,15-March-2016,31-December-2019,Gandhinagar,RADHE GREENS,NA,224890,57943000,,PR/GANDHINAGAR/MANSA/GANDHINAGAR TPO/171031/003768,RADHE INFRASTRUCTURE,
2020-10-12 05:30:00,4439,New,27-February-2018,2017-10-19 18:44:36,170590372,Residential/Group Housing,Surat,"R.S.NO.90/3/2, FP 57/B VED ROAD",170590372,Paid,PR/GJ/SURAT/CHORASI/SUDA/RAA01778/EX1/201120,12-April-2017,31-March-2021,Surat,SKY ICON,NA,33290,174638075,2021-03-31 05:30:00,PR/SURAT/CHORASI/SURAT TPO/171019/003798,MADHAV CORPORATION,
2021-06-30 05:30:00,4441,Ongoing,02-January-2019,2017-10-28 19:05:03,,Mixed Development,Gandhinagar,NIRMIT CRYSTAL KIRC ROAD KALOL GANDHINAGAR,,Paid,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA04565/020119,10-August-2010,30-June-2021,Gandhinagar,NIRMIT CRYSTAL,NA,213420,199500000,,PR/GANDHINAGAR/KALOL/AHMEDABAD TPO/171028/003769,MILAN BAROT PROP. OF MILI DEVELOPERS,
2020-03-31 05:30:00,4442,New,04-December-2017,2017-10-16 22:57:55,415656038,Commercial,Ahmedabad,"SHLOK INFINITY,OPP.VISHWAKARMA TEMPLE CHANDLODIYA",415656038,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00881/041217,07-October-2017,31-March-2020,Ahmedabad,SHLOK INFINITY,NA,87100,405900000,,PR/AHMEDABAD/AHMEDABAD CITY/AHMEDABAD TPO/171016/003771,SHLOK PROPERTIES,
2018-03-31 05:30:00,4443,Ongoing,05-March-2018,2017-10-16 23:03:29,176133440,Commercial,Surat,"T.P.SNO.1, O.P.NO.-69, F.P.NO.-121, PAIKEE SUB PLOT NO.9 AND 10 VESU",176133440,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01855/EX1/190918,04-October-2013,31-March-2019,Surat,AAGAM EMPORIO,NA,52500,563679055,2019-03-31 05:30:00,PR/SURAT/SURAT CITY/SURAT TPO/171016/003772,K.D. CORPORATION,
2022-06-30 05:30:00,4444,Ongoing,21-March-2018,2017-10-17 16:09:51,224412037,Residential/Group Housing,Surat,BLOCK 402 BH KRISHNA PARK SURAT NAVSARI ROAD SACHIN,224412037,Paid,PR/GJ/SURAT/CHORASI/SUDA/RAA02093/210318,25-April-2008,30-June-2022,Surat,SHILALEKH RESIDENCY,NA,161860,224412037,,PR/SURAT/CHORASI/SUDA/171017/003773,SHREE VRAJ ENTERPRISE,
2020-10-18 05:30:00,4445,Ongoing,11-September-2018,2017-10-17 23:02:43,142334704,Residential/Group Housing,Vadodara,FP NO 119 OF SEWASI TP SCHEME NO 1  SEWASI VADODARA,142334704,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA03391/110918,20-December-2016,18-October-2020,Vadodara,PMAY SEWASI FP 119,NA,61500,187138293,,PR/VADODARA/VADODARA/VADODARA TPO/171017/003784,VADODARA URBAN DEVELOPMENT AUTHORITY,
2023-06-30 05:30:00,4446,Ongoing,28-March-2018,2017-10-17 01:24:25,118025372,Mixed Development,Surat,BLOCK NO 339-2 SUB DIVISION  1 MOJE LAJPORE TAL CHORASI SURAT,118025372,Paid,PR/GJ/SURAT/CHORASI/SUDA/MAA02194/280318,10-May-2014,30-June-2023,Surat,PLAM JUMEIRAH,Q1 BLOCK NO 339/2 SUB DIVISON NO 1 Q1 LAJPORE SURAT,131250,117814149,,PR/SURAT/CHORASI/SUDA/171016/003774,DINESHBHAI DHANANI & OTHERS AOP,
2018-04-30 05:30:00,4447,Ongoing,08-January-2018,2017-10-17 02:58:42,151101872,Residential/Group Housing,Ahmedabad,"S.NO.9/6, AKSHARDHAM HOMES TP. 113, OPP. GUJ.HOU.BOARD, NR. NILKANTH GREENS, VASTRAL",151101872,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01244/080118,13-August-2014,30-April-2018,Ahmedabad,AKSHARDHAM HOMES,NA,103180,146900011,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/171016/003775,NARNARAYAN CORPORATION,
2019-03-01 05:30:00,4448,Ongoing,13-March-2018,2017-10-17 22:03:55,21558067,Residential/Group Housing,Rajkot,"VRAJ VATIKA, SADGURU NAGAR OPP. AALAP AVENUE, UNI ROAD, RAJKOT",21558067,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA01994/130318,26-December-2016,01-March-2019,Rajkot,VRAJ VATIKA,NA,5040,19680000,,PR/RAJKOT/RAJKOT/RAJKOT TPO/171017/003776,DILSHUKHBHAI LADHABHAI DADHANIYA & OTHERS,
