projOrgFDate,wfoid,project_status,approvedOn,hardcopysubmissionDate,projectCost,projectType,districtName,project_address,total_est_cost_of_proj,payment_status,regNo,startDate,endDate,districtType,projectName,promoterAddress,regFee,project_cost,extDate,project_ack_no,promoterName,disposed_date
2019-12-31 05:30:00,12,Ongoing,01-September-2017,2017-07-24 05:30:00,583076155,Mixed Development,Ahmedabad,"Survey N0. 678, Near Kaveri Sangam, Off SP ring road, Shilaj, Ahmedabad",583076155,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00043/010917,20-October-2016,31-December-2019,Ahmedabad,Aashray Arise,NA,85380,520000000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170724/000158,Aashray Constructions,
2021-12-30 05:30:00,38,New,12-July-2017,2017-07-11 05:30:00,1785598580,Mixed Development,Ahmedabad,"Nr. Anupam Cinema, Next to Ashima Mills, Shri Khandubhai Desai Marg, Khokhra, Ahmedabad",1785598580,SAVED,PR/GJ/AHMEDABAD/AHMADABAD CITY/Others/MAA00001/A1M/031218,01-July-2017,30-December-2021,Ahmedabad,Saujanya Apartments,"Nr. Anupam Cinema, Next to Ashima Mills Shri Khandubhai Desai Marg, Khokhra, Ahmedabad",0,1785598580,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170711/000017,SAUMYA CONSTRUCTION PRIVATE LIMITED,
2026-06-30 05:30:00,58,Ongoing,23-August-2017,2017-07-25 05:30:00,286214820,Commercial,Ahmedabad,Nr. Abhishree Complex Satellite,286214820,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00005/230817,08-January-2016,30-June-2026,Ahmedabad,Santorini Square,"201/A, Maurya Atriya  Bodakdev, Ahmedabad",34725,214400000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170725/000047,KRISH BUILDCON,
2018-12-31 05:30:00,62,Ongoing,06-October-2017,2017-07-12 05:30:00,672172251,Residential/Group Housing,Ahmedabad,"Nr. DCIS Circle,200' Ring Road TP 76B, Chandkheda",672172251,Paid,PR/GJ/AHMEDABAD/DASKROI/Others/RAA00362/061017,24-April-2014,31-December-2018,Ahmedabad,PURE BY SANGATH IPL,NA,36420,557722750,,PR/AHMEDABAD/DASKROI/AUDA/170712/000033,SANGATH INFRASTRUCTURES (P) LTD,
2027-10-10 05:30:00,72,Ongoing,01-September-2017,2017-07-12 05:30:00,112833405,Mixed Development,Vadodara,"NR. HARNI WATER TANK, MOTHNATH MAHADEV MANDIR ROAD,  HARNI",112833405,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA00055/010917,08-April-2015,10-October-2027,Vadodara,SARVA SQUARE,"B-102, ARIES PRIDE, 2/3 SARASWATI SOCEITY B/H TAKSH COMPLEX, VASNA ROAD",30810,107125000,,PR/VADODARA/VADODARA/VADODARA TPO/170712/000037,SARVA SWAMI DEVELOPERS,
2019-10-10 05:30:00,80,Ongoing,01-September-2017,2017-07-12 05:30:00,145682622,Residential/Group Housing,Vadodara,"NR. HARNI WATER TANK, B/H CYGNUS SCHOOL MOTHNATH MAHADEV MANDIR ROAD, HARNI",145682622,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA00056/010917,07-March-2014,10-October-2019,Vadodara,SARVA RESIDENCY-1,NA,21950,129112930,,PR/VADODARA/VADODARA/VADODARA TPO/170712/000042,SARVA DEVELOPERS,
2020-12-31 05:30:00,108,Ongoing,22-September-2017,2017-07-29 05:30:00,136351000,Mixed Development,Ahmedabad,"Lambha Lake Opp Gayatri Complex, Nr Lambha Temple, Lambha",136351000,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00235/220917,14-August-2014,31-December-2020,Ahmedabad,Shivesh 621,NA,68295,175000000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170729/000058,Dharmaja Associates,
2019-03-01 05:30:00,110,Ongoing,15-September-2017,2017-07-27 05:30:00,94721343,Mixed Development,Tapi,"Royal Luxuria, Behind SBI Talao road",94721343,Paid,PR/GJ/TAPI/VYARA/Others/MAA00157/150917,15-December-2015,01-March-2019,Others,Royal Luxuria,NA,69810,94800000,,PR/TAPI/VYARA/TAAPI TPO/170727/000061,Royal Estates,
2021-06-30 05:30:00,135,Ongoing,25-October-2017,2017-07-31 05:30:00,387198938,Residential/Group Housing,Gandhinagar,"TP 18, FP 90+95, SURVEY 143+154/P RAYSAN, PDPU UNIVERSITY ROAD",387198938,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA00523/251017,07-November-2015,30-June-2021,Gandhinagar,VINAYAK LIFESTYLE,NA,38360,387179300,,PR/GANDHINAGAR/GANDHINAGAR/GANDHINAGAR TPO/170731/000912,DOLPHIN PROJECTS,
2018-04-30 05:30:00,139,Ongoing,13-September-2017,2017-07-29 05:30:00,306939700,Mixed Development,Ahmedabad,B/H SATYAMEVHOSPITALCT ROAD NEW CHANDKHEDA,306939700,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00142/EX1/290918,14-March-2016,31-January-2019,Ahmedabad,KB ROYALPHOENIX,NA,69660,307148620,2019-01-31 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170729/000583,KGB INFRA PROJECTS PRIVATE LIMITED,
2019-03-29 05:30:00,146,Ongoing,07-September-2017,2017-07-28 05:30:00,340927288,Mixed Development,Ahmedabad,"MADHULI RESTAURANT LANE VAISHNAVDEVI CIRCLE, S.G. HIGHWAY",340927288,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00097/EX1/080419,09-October-2015,31-July-2019,Ahmedabad,KISHOR PARK,NA,53715,315000000,2019-07-31 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170728/000419,KT HRISHIKESH REALTY,
2017-12-31 05:30:00,148,Ongoing,01-September-2017,2017-07-17 05:30:00,755718707,Mixed Development,Ahmedabad,"KAVERI SANGAM, SHILAJ CIRCLE SP RING ROAD, SHILAJ",755718707,Paid,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00044/010917,07-January-2015,31-December-2017,Ahmedabad,KAVERI SANGAM,NA,101970,810000000,,PR/AHMEDABAD/DASKROI/AHMEDABAD TPO/170717/000078,A.SHRIDHAR INFRACON LLP,
2018-07-17 05:30:00,150,Ongoing,16-September-2017,2017-07-19 05:30:00,205411320,Mixed Development,Vadodara,"BH. KEYA MOTORS, NR MANORATH SOC, CHHANI JAKAT NAKA, TP-13",205411320,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA00166/EX1/290918,17-July-2015,31-March-2019,Vadodara,INFINIUM,NA,50280,210000000,2019-03-31 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170719/000077,INFINIUM REALTY,
2019-12-31 05:30:00,153,Ongoing,28-August-2017,2017-07-18 05:30:00,1416500000,Residential/Group Housing,Ahmedabad,"CASA VYOMAâ?? B/H Alpha One Mall,  Nr. Sarkari Vasahat, Vastrapur, ",1416500000,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00015/280817,03-January-2017,31-December-2019,Ahmedabad,Casa Vyoma,NA,190420,1420000000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170718/000083,Sumedha Spacelinks LLP,
2018-06-30 05:30:00,154,Ongoing,04-September-2017,2017-07-29 05:30:00,437600000,Residential/Group Housing,Ahmedabad,"ABHIJYOT GREEN  B/H UMIYA VIJAY SOCIETY, SATELLITE",437600000,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00062/040917,14-December-2015,30-June-2018,Ahmedabad,ABHIJYOT GREEN,NA,23230,400000000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170729/000429,ABHIJYOT ASSOCIATES,
2022-09-20 05:30:00,156,Ongoing,26-September-2017,2017-07-31 05:30:00,236628534,Residential/Group Housing,Vadodara,"BIL, TP-1 BIL ROAD",236628534,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA00263/260917,19-February-2017,20-September-2022,Vadodara,NISARG PALLADIUM,NA,51760,227500760,,PR/VADODARA/VADODARA/VADODARA TPO/170731/000400,JAY INFRASTRUCTURE,
2019-12-31 05:30:00,160,Ongoing,18-September-2017,2017-07-29 05:30:00,386359350,Residential/Group Housing,Ahmedabad,"BEHIND 3RD EYE, STADIUM ROAD MOTERA",386359350,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00176/180917,01-July-2016,31-December-2019,Ahmedabad,DEV VIHAAN,NA,25670,443700000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170729/000413,SOHAM BUILDWELL,
2018-06-30 05:30:00,164,Ongoing,27-November-2017,2017-07-29 05:30:00,83382727,Residential/Group Housing,Vadodara,VENUS PAHEL TOWER A  OLD PADRA ROAD,83382727,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA00830/EX1/120918,01-February-2016,31-December-2018,Vadodara,VENUS PAHEL TOWER A1-11 (A Block),NA,13820,76320368,2018-12-31 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170729/000570,VENUS INFRABUILD,
2018-03-31 05:30:00,165,Ongoing,07-November-2017,2017-07-26 05:30:00,269293978,Residential/Group Housing,Ahmedabad,"CHANDKHEDA FIRE STATION ROAD NR. SAVITA GREENS PARTY PLOT, TP-44, CHANDKHEDA",269293978,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00610/071117,16-December-2015,31-March-2018,Ahmedabad,ASHRAY SERENE,NA,35230,255000000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170726/000102,SHREE AMTHINATH DEVELOPER LLP,
2018-12-31 05:30:00,167,Ongoing,29-August-2017,2017-07-18 05:30:00,2517500000,Residential/Group Housing,Ahmedabad,"CASA VYOMA B/H ALPHA ONE MALL, NR SARKARI VASAHAT, VASTRAPUR",2517500000,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00022/290817,22-July-2014,31-December-2018,Ahmedabad,CASA VYOMA,NA,190420,2517500000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170718/000094,SUMEDHA SPACELINKS LLP,
2019-05-31 05:30:00,172,Ongoing,31-August-2017,2017-07-18 05:30:00,2100000000,Residential/Group Housing,Ahmedabad,"OPP. RIVER FRONT PARK, NR. SUBHASHBRIDGE SHAHIBAUG, AHMEDABAD",2100000000,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00029/310817,10-February-2015,31-May-2019,Ahmedabad,SHEETAL AQUA,NA,90700,2100000000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170718/000096,SHEETAL INFRASTRUCTURE PVT. LTD.,
2019-12-31 05:30:00,174,Ongoing,02-September-2017,2017-07-18 05:30:00,2224517116,Residential/Group Housing,Ahmedabad,"plot no 560 B/h Town hall, Ellisbridge Ahmedabad",2224517116,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00058/A1R/EX1/170120,16-May-2016,30-June-2021,Ahmedabad,Takshashila Air,"Plot no.560, B/h Town hall Ellisbridge",46830,2224517116,2020-12-31 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170718/000097,TAKSHASHILA CORPORATION LLP,
2020-04-30 05:30:00,176,New,06-December-2017,2017-07-29 05:30:00,333925248,Mixed Development,Ahmedabad,Nr Gayatri Green Naroda,333925248,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00931/061217,07-June-2017,30-April-2020,Ahmedabad,Dev Aashish Divine,NA,59685,20000000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170729/000098,Abjibapa Buildcon Pvt Ltd,
2018-12-31 05:30:00,177,Ongoing,08-January-2018,2017-07-20 05:30:00,493659629,Residential/Group Housing,Ahmedabad,"NR. NEW LJ COLLEGE, OFF. S.G. HIGH WAY OPP: YMCA CLUB",493659629,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01242/080118,16-September-2015,31-December-2018,Ahmedabad,SAVVY STRATA,NA,43010,426000000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170720/000101,SAVVY INFRASTRUCTURE PRIVATE LIMITED,
2018-12-31 05:30:00,181,Ongoing,22-November-2017,2017-07-31 05:30:00,110315100,Mixed Development,Valsad,"ROYAL LAKE CITY NR. AKRAMARUTI LAKE, SANJAN-UMBERGAON ROAD",110315100,Paid,PR/GJ/VALSAD/UMBERGAON/Others/MAA00798/EX1/150219,28-October-2015,31-December-2019,Valsad,ROYAL LAKE CITY-B (G+10 Floors) & ROYAL LAKE CITY-A (G+1 Floors),"edited 1ST FLOOR, PARIJAT, ROYAL GARDEN edited  DAMAN ROAD, CHALA, VAPI",334485,110668783,2019-12-31 05:30:00,PR/VALSAD/UMBERGAON/VALSAD TPO/170731/000192,ROYAL LAKE CITY,
2019-02-28 05:30:00,182,Ongoing,23-August-2017,2017-07-30 05:30:00,1860400000,Commercial,Ahmedabad,Maple Trade Centre Opp Patel Media Sun N Step Club Near Surdhara Circle Thaltej Ahmedabad,1860400000,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00008/230817,12-March-2015,28-February-2019,Ahmedabad,Maple Trade Centre,NA,225800,2001703152,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170730/000697,ESSEM INFRA PRIVATE LIMITED,
2021-09-30 05:30:00,184,Ongoing,28-August-2017,2017-07-19 05:30:00,1861984399,Residential/Group Housing,Ahmedabad,"PLOT NO 181/1 ; SURVEY NO 998 ,OFF ZYDUS CADILA BUILDING SATELLITE ROAD, ISKON CROSS ROAD; S.G HIGHWAY",1861984399,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00016/EX1/041221,01-October-2016,30-September-2022,Ahmedabad,THE BUNGALOWS,PLOT NO 844/4 ; SHAH INDUSTRIAL ESTATE ; OFF NEW LINK ROAD OPPOSITE LAXMI INDUSTRIAL ESTATE ;ANDHERI WEST ;MUMBAI,66860,2460000000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170719/000104,E-CITY PROJECTS CONSTRUCTION PRIVATE LIMITED,
2020-12-30 05:30:00,185,Ongoing,25-October-2017,2017-07-22 05:30:00,156685298,Mixed Development,Vadodara,near uma vidyalaya tarsali road  vadodara,156685298,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA00530/251017,06-June-2015,30-December-2020,Vadodara,"Mangla Marvel (Tower No. A-1 to A-5, Shop No. 1 to 40)",NA,101700,189974942,,PR/VADODARA/VADODARA/VADODARA TPO/170722/000118,Manish Patel (Proprietor of MK Enterprise),
2019-03-31 05:30:00,187,Ongoing,21-September-2017,2017-07-31 05:30:00,2021428101,Mixed Development,Ahmedabad,NEAR SHIVAM BUNGLOW 2 OPP AMRAMANJARI BUNGLOW SOUTH BOPAL,2021428101,Paid,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00218/210917,10-December-2014,31-March-2019,Ahmedabad,AARYAN GLORIA,NA,236730,1925000000,,PR/AHMEDABAD/DASKROI/AUDA/170731/000107,AARYAN INFRABUILD PRIVATE LIMITED,
2018-06-30 05:30:00,189,Ongoing,03-February-2018,2017-07-21 05:30:00,605833753,Residential/Group Housing,Ahmedabad,"Shantigram Nr.Vaishnodevi Circle, S.G.Highway,",605833753,Paid,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01522/EX1/311218,01-April-2013,30-June-2019,Ahmedabad,Elysium (Phase-I),NA,57510,496999144,2019-06-30 05:30:00,PR/AHMEDABAD/DASKROI/AUDA/170721/000105,Adani Township and Real Estate Company Private Limited,
2018-03-31 05:30:00,191,Ongoing,25-September-2017,2017-07-21 05:30:00,141838000,Commercial,Bhavnagar,PLOT NO 1905 OPP JOGGERS PARK ATABHAI ROAD,141838000,Paid,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/CAA00240/250917,15-September-2016,31-March-2018,Bhavnagar,SWARA PARKLANE,NA,30750,100000000,,PR/BHAVNAGAR/BHAVNAGAR/BHAVNAGAR TPO/170721/000110,savinay Developers,
2018-11-30 05:30:00,198,Ongoing,29-August-2017,2017-07-20 05:30:00,2651798909,Mixed Development,Gandhinagar,BHADAJ DENTAL COLLEGE ROAD NEAR SCIENCE CITY,2651798909,Paid,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA00023/EX1/100119,30-November-2014,31-May-2019,Gandhinagar,SUPER CITY PHASE 1,NA,700000,2861637000,2019-05-31 05:30:00,PR/GANDHINAGAR/KALOL/AUDA/170720/000112,Shrinivas Organisors Pvt Ltd,
2019-12-31 05:30:00,201,Ongoing,28-August-2017,2017-07-26 05:30:00,600615881,Residential/Group Housing,Ahmedabad,"Survey No. 502/A/1  at Mouje Vejalpur, Taluka Vejalpur",600615881,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00017/280817,01-February-2015,31-December-2019,Ahmedabad,SIVANTA APARTMENTS,NA,70180,655800000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170726/000241,BAKERI URBAN DEVELOPMENT PVT. LTD.,
2017-12-31 05:30:00,203,Ongoing,11-October-2017,2017-07-26 05:30:00,260115710,Commercial,Ahmedabad,"Near Sola Flyover, Off S G highway, Opp. HCG Hospital, Sola",260115710,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00402/111017,12-May-2015,31-December-2017,Ahmedabad,I theaddress,NA,41975,260000000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170726/000197,New Horizone Developers,
2018-12-31 05:30:00,205,Ongoing,23-October-2017,2017-07-31 05:30:00,150273673,Commercial,Ahmedabad,"Revenue Survey No. 202/3/B, TP -76/B, FP - 287,  Adalaj-Ahmedabad Highway, Chandkheda",150273673,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00514/A1C/191018,26-October-2016,31-December-2018,Ahmedabad,Sparsh Arcade,NA,27875,150273673,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170731/001099,Sanskrut Infracorp LLP,
2019-03-31 05:30:00,209,New,25-September-2017,2017-07-22 05:30:00,136900000,Mixed Development,Ahmedabad,NEXT TO GARDEN BUNGALOW BH. CHITVAN SOUTH BOPAL,136900000,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00248/EX2/041219,15-April-2017,31-March-2020,Ahmedabad,AARNA FORTUNE,"D 301 Sukrut Repose, .Madurya party plot village Ambli",20040,130000000,2020-03-31 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170722/000123,SHRIMAY PAPER BOX,
2021-01-26 05:30:00,212,Ongoing,19-September-2018,2017-07-25 05:30:00,225719400,Mixed Development,Vadodara,"NR SHREEJI TENAMENT, BH GAYATRI PETROL PUMP, UNDERA, VADODARA",225719400,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA03446/EX1/150921,25-May-2014,26-January-2022,Vadodara,ESHANYA SHANTIGRAM,NA,60000,184500000,2022-01-26 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170725/000214,URBAN DEVELOPERS,
2018-10-31 05:30:00,214,Ongoing,28-November-2017,2017-08-01 05:30:00,48977782,Commercial,Ahmedabad,MOUJE SANAND CSRV NO 3860 N.P NO 4065 SRV NO 404/1 TA SANAND,48977782,Paid,PR/GJ/AHMEDABAD/SANAND/AUDA/CAA00838/281117,17-January-2017,31-October-2018,Ahmedabad,PLATINUM ARCADE,NA,26800,33156000,,PR/AHMEDABAD/SANAND/AUDA/170801/000332,PLATINUM DEVELOPERS,
2019-07-31 05:30:00,220,Ongoing,06-November-2017,2017-07-21 05:30:00,603572775,Residential/Group Housing,Ahmedabad,"OPP SOMA TEXTILE MILLS, AJIT MILL CROSS ROADS, RAKHIYAL, AHMEDABAD",603572775,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00600/EX1/300719,01-February-2017,31-December-2019,Ahmedabad,LOTUS RESIDENCY,"OPP. SOMA TEXTILE MILLS ANANT MILL COMPOUND, AJIT MILL CROSS ROADS, RAKHIYAL, AHMEDABAD",74170,579784675,2019-12-31 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170721/000119,SOHAM INFRASTRUCTURE,
2018-05-31 05:30:00,222,Ongoing,05-December-2017,2017-07-22 05:30:00,189674630,Mixed Development,Gandhinagar,"Sepal Elegant -3 B/h satyamev hospital, Nr. Surayn hopetown bunlows Nwe Chandkheda, C.T. Road Ahmedabad",189674630,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA00921/EX1/161018,20-March-2016,31-December-2018,Gandhinagar,SEPAL ELEGANT -3,NA,34590,135500000,2018-12-31 05:30:00,PR/GANDHINAGAR/GANDHINAGAR/AUDA/170722/000122,swetalee delelopers pvt. ltd.,
2018-12-17 05:30:00,223,Ongoing,07-September-2017,2017-07-21 05:30:00,651134562,Residential/Group Housing,Vadodara,"BLOCK NO 1778, MOJE BHAYLI,  NEAR NAVRACHNA UNIVERSITY,",651134562,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA00093/EX2/030120,01-April-2014,30-December-2020,Vadodara,33LE,NA,54630,650000000,2020-06-30 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170721/000124,KABEL BUILDCON SOLUTIONS PVT LTD,
2021-04-29 05:30:00,226,Ongoing,27-September-2017,2017-07-31 05:30:00,1052233727,Mixed Development,Vadodara,"NYSA SKYDALE, NR. SATYAM EXOTICA BUNGALOWS CHHANI-DUMAD ROAD, CHHANI",1052233727,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA00275/EX1/220421,29-February-2016,07-October-2021,Vadodara,NYSA SKYDALE,NA,306450,1052233727,2021-10-07 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170731/001024,CHALLENGE INFRASTRUCTURE,
2020-03-31 05:30:00,227,Ongoing,31-August-2017,2017-07-31 05:30:00,233128024,Residential/Group Housing,Ahmedabad,ALLIED RESIDENCY B H KOTHAWALA FLATS,233128024,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00030/EX1/300520,02-June-2017,30-September-2021,Ahmedabad,ALLIED RESIDENCY,NA,12750,220000000,2021-03-31 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170731/001033,AES SPACES LLP,
2020-03-31 05:30:00,228,Ongoing,28-September-2017,2017-07-25 05:30:00,253609660,Residential/Group Housing,Surat,RS NO 99 100 2 101 BLOCK NO 210 B   O P NO 88  F P NO 114 SUB PLOT NO B,253609660,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/RAA00282/280917,24-June-2016,31-March-2020,Surat,ORCHID HARMONY,NA,131730,488148001,,PR/SURAT/SURAT CITY/SURAT TPO/170725/000196,S2N CORPORATION,
2018-12-31 05:30:00,234,Ongoing,23-October-2018,2017-07-31 05:30:00,40140000,Residential/Group Housing,Gandhinagar,"SURVEY NO. 394/1/D,  NEAR SHREEJI BUNGLOWS",40140000,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA03792/EX1/200219,01-April-2016,30-December-2019,Gandhinagar,SHREEJI APARTMENTS,NA,16190,44500000,2019-12-30 05:30:00,PR/GANDHINAGAR/GANDHINAGAR/GANDHINAGAR TPO/170731/000367,SATYAM INFRASTRUCTURE,
2019-12-31 05:30:00,238,Ongoing,07-October-2017,2017-07-22 05:30:00,313368480,Commercial,Vadodara,"FP 228, Near Tulsidham Cross Road Near Nilkhant Party Plot, Manjalpur",313368480,Paid,PR/GJ/VADODARA/VADODARA/Others/CAA00372/071017,04-March-2016,31-December-2019,Vadodara,Pinnacle Business Park,,69250,300044700,,PR/VADODARA/VADODARA/VADODARA TPO/170722/000137,TULSI ASSOCIATES,
2019-03-31 05:30:00,240,Ongoing,04-September-2017,2017-07-30 05:30:00,775652000,Residential/Group Housing,Ahmedabad,"10, N D Avenue, Opp. Club O7 Sky City Road, Shela",775652000,Paid,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA00060/A1R/200219,24-March-2017,31-March-2019,Ahmedabad,Vishwanath Sarathya,NA,78480,775652000,,PR/AHMEDABAD/SANAND/AUDA/170730/000333,Hitesh Rasiklal Vyas,
2019-12-31 05:30:00,244,Ongoing,18-October-2017,2017-07-29 05:30:00,300363390,Residential/Group Housing,Rajkot,Opp Dream City Mavdi Kankot Road,300363390,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA00495/181017,01-April-2017,31-December-2019,Rajkot,Gol Trio,NA,55070,300363309,,PR/RAJKOT/RAJKOT/RAJKOT TPO/170729/000474,Pavitra Procon LLP,
2020-09-30 05:30:00,246,Ongoing,13-December-2017,2017-07-26 05:30:00,1359390688,Commercial,Gandhinagar,"BLOCK-15/A, GIFT SEZ, GIFT CITY GANDHINAGAR",1359390688,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA01006/131217,04-May-2017,30-September-2020,Gandhinagar,PRAGYA,NA,85550,1116370000,,PR/GANDHINAGAR/GANDHINAGAR/GANDHINAGAR TPO/170726/000135,ATS SAVVY DEVELOPERS LLP,
2018-08-30 05:30:00,247,Ongoing,05-April-2018,2017-07-28 05:30:00,47666500,Residential/Group Housing,Ahmedabad,"SKY ENCLAVE, B/H KUBER RESIDENCY BHADAJ, AHMEDABAD",47666500,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02274/050418,10-October-2016,30-August-2018,Ahmedabad,SKY ENCLAVE,NA,3355,42040000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170728/000134,SKYENCLAVE,
2021-07-31 05:30:00,254,Ongoing,07-July-2018,2017-07-29 05:30:00,1474287933,Mixed Development,Anand," Opp Madhubhan Resort, Anand-Sojitra road, ",1474287933,Paid,PR/GJ/ANAND/ANAND/Others/MAA03109/EX1/090921,10-April-2016,31-July-2022,Others,Svayam Symphony & Svayam Sapphire,"606, SHAPATH 5, OPP KARNAVATI CLUB, S G HIGHWAY",700000,1474287933,2022-07-31 05:30:00,PR/ANAND/ANAND/ANAND TPO/170729/000178,RADHESHYAM DEVELOPERS,
2018-03-31 05:30:00,257,Ongoing,12-January-2018,2017-08-03 05:30:00,67576075,Residential/Group Housing,Surat,":-BLOCK NO-346/D,FP NO-117,TP-60, NR VASTUPUJAN HEIGHT",67576075,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/RAA01298/120118,04-December-2016,31-March-2018,Surat,PARK VIEW,NA,16730,67595500,,PR/SURAT/SURAT CITY/SUDA/170803/001427,PARIMALBHAI HARKISHANBHAI SAVALIYA,
2019-03-31 05:30:00,264,Ongoing,31-January-2018,2017-07-29 05:30:00,353714125,Mixed Development,Vadodara,OPP BANCO PRODUCT  ATLADRA PADRA MAIN ROAD,353714125,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA01467/A1M/EX1/290319,09-June-2016,30-September-2020,Vadodara,ADITYA ELANZA,NA,91185,353714125,2020-03-31 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170729/000146,elanza infra,
2019-12-31 05:30:00,270,Ongoing,10-October-2017,2017-07-23 05:30:00,320018710,Residential/Group Housing,Vadodara,"ankhol, new waghodiya road  new waghodiya road ",320018710,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA00395/EX1/211219,18-May-2015,30-December-2020,Vadodara,"Lavanya Banglows Phase-1 (Tena. No. 1 to 61, 145 to 166)",NA,200860,350149320,2020-06-30 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170723/000151,GURU REALTY,
